Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Score	Tags
215	Channel 1	5	466.1	466.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	466.1	1	narw
216	Channel 1	1	467.3	467.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	467.3	1	narw
217	Channel 1	4	470.4	470.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	470.4	0.99	narw
218	Channel 1	3	471.7	472.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	471.7	1	narw
219	Channel 1	5	475.5	477.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	475.5	0.03	narw
220	Channel 1	2	476.7	478.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	476.7	0.05	narw
221	Channel 1	2	476.9	479.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	476.9	0.06	narw
222	Channel 1	1	478.1	480.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	478.1	0.4	narw
223	Channel 1	1	481.8	483.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	481.8	0.09	narw
224	Channel 1	5	482.2	483.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	482.2	0.76	narw
225	Channel 1	1	482.6	484.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	482.6	0.48	narw
226	Channel 1	2	501.1	503.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	501.1	0.33	narw
227	Channel 1	4	501.3	503.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	501.3	0.06	narw
228	Channel 1	2	501.3	503.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	501.3	0.17	narw
229	Channel 1	4	501.6	503.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	501.6	0.03	narw
230	Channel 1	5	502	504.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	502	0.21	narw
231	Channel 1	5	502.6	504.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	502.6	0.01	narw
232	Channel 1	4	505.2	506.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	505.2	0.54	narw
233	Channel 1	4	505.5	507.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	505.5	0.17	narw
234	Channel 1	5	506.1	507.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	506.1	0.49	narw
235	Channel 1	5	506.3	508.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	506.3	0.26	narw
236	Channel 1	2	506.9	507.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	506.9	1	narw
237	Channel 1	2	507.5	509.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	507.5	0.1	narw
238	Channel 1	3	509.1	511.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	509.1	0.48	narw
239	Channel 1	5	510.3	510.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	510.3	1	narw
240	Channel 1	3	510.7	512.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	510.7	0.19	narw
241	Channel 1	1	511.5	511.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	511.5	1	narw
242	Channel 1	4	514.6	515.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	514.6	0.85	narw
243	Channel 1	3	516	516.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	516	1	narw
244	Channel 1	5	521.4	522.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	521.4	0.96	narw
245	Channel 1	3	523	525.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	523	0.18	narw
246	Channel 1	2	532.5	533.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	532.5	0.99	narw
247	Channel 1	2	532.7	534.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	532.7	0.07	narw
248	Channel 1	2	535.7	536.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	535.7	1	narw
249	Channel 1	5	536	536.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	536	1	narw
250	Channel 1	1	537.2	537.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	537.2	0.99	narw
251	Channel 1	5	539	539.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	539	1	narw
252	Channel 1	1	540	540.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	540	0.97	narw
253	Channel 1	4	540.4	541.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	540.4	0.94	narw
254	Channel 1	3	541.6	542.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	541.6	0.99	narw
255	Channel 1	3	541.8	543.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	541.8	0.71	narw
256	Channel 1	1	542.7	542.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	542.7	1	narw
257	Channel 1	4	543.1	543.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	543.1	0.94	narw
258	Channel 1	3	544.6	545.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	544.6	0.99	narw
259	Channel 1	2	546.6	548.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	546.6	0.03	narw
260	Channel 1	5	548.1	548.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	548.1	1	narw
261	Channel 1	4	548.7	548.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	548.7	1	narw
262	Channel 1	2	550.1	550.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	550.1	0.96	narw
263	Channel 1	2	555.2	557.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	555.2	0.12	narw
264	Channel 1	3	555.5	556.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	555.5	0.99	narw
265	Channel 1	2	555.8	557.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	555.8	0.43	narw
266	Channel 1	4	564.8	566.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	564.8	0.11	narw
267	Channel 1	2	566.7	568.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	566.7	0.55	narw
268	Channel 1	2	567.3	569.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	567.3	0.72	narw
269	Channel 1	2	567.7	569.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	567.7	0.46	narw
270	Channel 1	2	570.1	572.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	570.1	0.3	narw
271	Channel 1	2	571	572.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	571	0.35	narw
272	Channel 1	3	572.7	574.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	572.7	0.23	narw
273	Channel 1	3	573	575.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	573	0.2	narw
274	Channel 1	3	573.6	575.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	573.6	0.44	narw
275	Channel 1	2	573.7	575.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	573.7	0.31	narw
276	Channel 1	3	573.8	575.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	573.8	0.18	narw
277	Channel 1	2	573.9	576.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	573.9	0.15	narw
278	Channel 1	2	574.2	576.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	574.2	0.32	narw
279	Channel 1	1	576.2	578.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	576.2	0.18	narw
280	Channel 1	5	578.1	580.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	578.1	0.46	narw
281	Channel 1	5	578.4	580.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	578.4	0.24	narw
282	Channel 1	5	578.9	581.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	578.9	0.33	narw
283	Channel 1	1	580.7	582.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	580.7	0.46	narw
284	Channel 1	5	581.3	583.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	581.3	0.64	narw
285	Channel 1	1	581.6	583.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	581.6	0.59	narw
286	Channel 1	3	585.6	587.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	585.6	0.2	narw
287	Channel 1	3	585.9	587.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	585.9	0.12	narw
288	Channel 1	3	586.4	588.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	586.4	0.06	narw
289	Channel 1	2	588.8	590.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	588.8	0.1	narw
290	Channel 1	2	589.4	591.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	589.4	0.67	narw
291	Channel 1	2	589.6	591.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	589.6	0.53	narw
292	Channel 1	5	591.5	593.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	591.5	0.08	narw
293	Channel 1	1	592.9	592.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	592.9	1	narw
294	Channel 1	5	598.1	598.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	598.1	0.99	narw
295	Channel 1	4	598.7	599.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	598.7	0.99	narw
296	Channel 1	2	599.3	601.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	599.3	0.64	narw
297	Channel 1	3	600.5	602.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	600.5	0.52	narw
298	Channel 1	5	600.6	602.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	600.6	0.73	narw
299	Channel 1	5	600.9	602.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	600.9	0.35	narw
300	Channel 1	5	605	605.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	605	1	narw
301	Channel 1	3	605.7	606.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	605.7	0.99	narw
302	Channel 1	1	607	609.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	607	0.32	narw
303	Channel 1	1	607.2	609.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	607.2	0.22	narw
304	Channel 1	2	607.7	608.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	607.7	0.96	narw
305	Channel 1	4	609.3	609.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	609.3	0.97	narw
306	Channel 1	3	610.2	610.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	610.2	1	narw
307	Channel 1	2	611.1	611.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	611.1	0.93	narw
308	Channel 1	1	613	614.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	613	0.78	narw
309	Channel 1	5	614.5	614.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	614.5	0.97	narw
310	Channel 1	1	615.6	616.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	615.6	0.86	narw
311	Channel 1	4	618.4	620.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	618.4	0.72	narw
312	Channel 1	4	618.7	620.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	618.7	0.41	narw
313	Channel 1	3	620.2	620.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	620.2	0.91	narw
314	Channel 1	1	620.8	622.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	620.8	0.56	narw
315	Channel 1	5	623.6	623.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	623.6	1	narw
316	Channel 1	2	624.5	626.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	624.5	0.19	narw
317	Channel 1	2	624.8	626.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	624.8	0.56	narw
318	Channel 1	3	625.4	625.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	625.4	1	narw
319	Channel 1	4	626.9	627.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	626.9	1	narw
320	Channel 1	1	630.7	630.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	630.7	1	narw
321	Channel 1	1	631.2	633.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	631.2	0.24	narw
322	Channel 1	5	635.9	636.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	635.9	1	narw
323	Channel 1	4	636.4	637.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	636.4	0.99	narw
324	Channel 1	2	637.1	638.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	637.1	0.96	narw
325	Channel 1	2	639.7	641.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	639.7	0.03	narw
326	Channel 1	5	640.1	640.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	640.1	1	narw
327	Channel 1	2	640.5	642.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	640.5	0.38	narw
328	Channel 1	1	641.3	642.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	641.3	0.98	narw
329	Channel 1	3	643.5	644.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	643.5	0.99	narw
330	Channel 1	3	643.7	645.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	643.7	0.01	narw
331	Channel 1	4	644.5	645.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	644.5	0.9	narw
332	Channel 1	5	645.6	646.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	645.6	0.97	narw
333	Channel 1	3	646.4	647.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	646.4	0.98	narw
334	Channel 1	4	648.4	649.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	648.4	0.88	narw
335	Channel 1	5	651.6	653.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	651.6	0.08	narw
336	Channel 1	5	651.9	654.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	651.9	0.23	narw
337	Channel 1	5	663.3	663.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	663.3	0.99	narw
338	Channel 1	3	664.7	665.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	664.7	0.88	narw
339	Channel 1	4	666.2	666.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	666.2	0.9	narw
340	Channel 1	2	668.7	670.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	668.7	0.32	narw
341	Channel 1	1	670.2	670.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	670.2	1	narw
342	Channel 1	5	675.6	676.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	675.6	1	narw
343	Channel 1	4	676.2	676.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	676.2	1	narw
344	Channel 1	2	677.7	678.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	677.7	0.98	narw
345	Channel 1	4	680.6	681.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	680.6	0.84	narw
346	Channel 1	2	681.5	681.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	681.5	1	narw
347	Channel 1	3	682.9	683.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	682.9	0.93	narw
348	Channel 1	5	684.8	685.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	684.8	0.99	narw
349	Channel 1	1	686.1	686.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	686.1	0.98	narw
350	Channel 1	4	689.2	690.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	689.2	0.92	narw
351	Channel 1	3	690.5	691.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	690.5	0.95	narw
352	Channel 1	2	694.4	695.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	694.4	0.78	narw
353	Channel 1	1	700.6	702.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	700.6	0.1	narw
354	Channel 1	1	711	711.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	711	1	narw
355	Channel 1	5	716.4	716.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	716.4	1	narw
356	Channel 1	4	717	717.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	717	1	narw
357	Channel 1	2	718.5	719.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	718.5	0.94	narw
358	Channel 1	1	722.3	724.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	722.3	0.18	narw
359	Channel 1	3	723.9	724.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	723.9	0.99	narw
360	Channel 1	2	746.2	746.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	746.2	1	narw
361	Channel 1	2	746.4	748.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	746.4	0.05	narw
362	Channel 1	5	749.2	749.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	749.2	0.99	narw
363	Channel 1	1	750.5	751.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	750.5	0.99	narw
364	Channel 1	4	753.6	755.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	753.6	0.7	narw
365	Channel 1	3	754.9	755.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	754.9	0.92	narw
366	Channel 1	1	756.6	756.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	756.6	1	narw
367	Channel 1	1	758.4	760.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	758.4	0.39	narw
368	Channel 1	5	762.1	762.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	762.1	1	narw
369	Channel 1	4	762.6	763.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	762.6	1	narw
370	Channel 1	2	764.2	764.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	764.2	0.95	narw
371	Channel 1	1	764.2	765.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	764.2	0.71	narw
372	Channel 1	1	764.8	766.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	764.8	0.44	narw
373	Channel 1	2	765.9	767.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	765.9	0.34	narw
374	Channel 1	3	769.5	770.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	769.5	0.96	narw
375	Channel 1	2	772.1	774.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	772.1	0.59	narw
376	Channel 1	2	772.4	774.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	772.4	0.46	narw
377	Channel 1	1	772.5	774.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	772.5	0.13	narw
378	Channel 1	1	773.2	775.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	773.2	0.14	narw
379	Channel 1	2	774	775.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	774	0.24	narw
380	Channel 1	2	774.3	776.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	774.3	0.42	narw
381	Channel 1	1	803.3	803.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	803.3	1	narw
382	Channel 1	3	808.3	810.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	808.3	0.05	narw
383	Channel 1	5	808.7	809.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	808.7	0.99	narw
384	Channel 1	4	809.3	809.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	809.3	1	narw
385	Channel 1	2	809.6	811.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	809.6	0.05	narw
386	Channel 1	2	810.3	812.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	810.3	0.66	narw
387	Channel 1	2	810.5	812.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	810.5	0.2	narw
388	Channel 1	3	816	817.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	816	0.93	narw
389	Channel 1	5	817.7	819.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	817.7	0.35	narw
390	Channel 1	5	821.2	822.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	821.2	0.53	narw
391	Channel 1	4	835.4	837.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	835.4	0.05	narw
392	Channel 1	5	856.7	858.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	856.7	0.26	narw
393	Channel 1	5	857	859.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	857	0.33	narw
394	Channel 1	2	860.6	861.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	860.6	0.75	narw
395	Channel 1	1	863.1	863.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	863.1	1	narw
396	Channel 1	5	863.4	863.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	863.4	0.94	narw
397	Channel 1	2	865.2	866.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	865.2	0.8	narw
398	Channel 1	3	865.6	866.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	865.6	0.94	narw
399	Channel 1	4	866.1	867.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	866.1	0.71	narw
400	Channel 1	4	866.3	868.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	866.3	0.27	narw
401	Channel 1	1	867.2	869.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	867.2	0.07	narw
402	Channel 1	1	867.5	869.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	867.5	0.16	narw
403	Channel 1	5	868.9	869.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	868.9	1	narw
404	Channel 1	2	869.5	870.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	869.5	0.97	narw
405	Channel 1	4	869.7	869.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	869.7	1	narw
406	Channel 1	5	873.6	873.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	873.6	0.97	narw
407	Channel 1	4	874.5	876.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	874.5	0.17	narw
408	Channel 1	3	876.9	877.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	876.9	0.99	narw
409	Channel 1	1	877.2	877.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	877.2	0.97	narw
410	Channel 1	4	878.4	879.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	878.4	0.93	narw
411	Channel 1	2	888.1	889.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	888.1	0.77	narw
412	Channel 1	5	888.7	890.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	888.7	0.09	narw
413	Channel 1	1	892.9	893.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	892.9	0.99	narw
414	Channel 1	4	893.9	894.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	893.9	1	narw
415	Channel 1	5	896.5	898.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	896.5	0.39	narw
416	Channel 1	4	896.8	898.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	896.8	0.56	narw
417	Channel 1	5	897.8	898.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_000000Z.flac	897.8	0.92	narw
418	Channel 1	3	900	902.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_001500Z.flac	0	0.25	narw
419	Channel 1	2	900.3	902.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_001500Z.flac	0.3	0.25	narw
420	Channel 1	2	905.9	906.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_001500Z.flac	5.9	0.82	narw
421	Channel 1	5	910.2	911.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_001500Z.flac	10.2	0.87	narw
422	Channel 1	1	918.5	920.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_001500Z.flac	18.5	0.26	narw
423	Channel 1	2	922.1	922.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_001500Z.flac	22.1	1	narw
424	Channel 1	5	925.4	925.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_001500Z.flac	25.4	0.99	narw
425	Channel 1	1	926.2	927.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_001500Z.flac	26.2	0.63	narw
426	Channel 1	5	932.4	932.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_001500Z.flac	32.4	1	narw
427	Channel 1	3	934.3	934.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_001500Z.flac	34.3	0.99	narw
